,Release Date,Season,Episode,Episode Title,Name,Sentence,emotion_label,emotion_score
14406,2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,"And what happens to your people? You preserve your dignity and die standing, and they'll sing songs about you. “You'd rather burn than kneel. The great hero.” Until winter comes, and the white walkers come for us all, and there's no one left to sing.",neutral,0.46787628531455994
14407,2015-04-12,Season 5,Episode 1,The Wars to Come,mance,"You're a good lad. Truly, you are. But if you can't understand why I won't enlist my people in a foreigner's war, there's no point explaining.",neutral,0.782944917678833
14408,2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,I think you're making a terrible mistake.,fear,0.6637722253799438
14409,2015-04-12,Season 5,Episode 1,The Wars to Come,mance,The freedom to make my own mistakes was all I ever wanted.,neutral,0.5282874703407288
14410,2015-04-12,Season 5,Episode 1,The Wars to Come,stannis baratheon,"Mance Rayder, you've been called the King Beyond the Wall. Westeros only has one king. Bend the knee, I promise you mercy.",neutral,0.6409077048301697
14411,2015-04-12,Season 5,Episode 1,The Wars to Come,stannis baratheon,Kneel and live.,neutral,0.7533305883407593
14412,2015-04-12,Season 5,Episode 1,The Wars to Come,mance,This was my home for many years. I wish you good fortune in the wars to come.,sadness,0.6048120856285095
14413,2015-04-12,Season 5,Episode 1,The Wars to Come,melisandre,"Man or woman, young or old, lord or peasant, our choices are the same. We choose light, or we choose darkness. We choose good, or we choose evil. We choose the true god or the false.",neutral,0.6404209136962891
14414,2015-04-12,Season 5,Episode 1,The Wars to Come,melisandre,"Free folk, there is only one true king, and his name is Stannis. Here stands the king of lies. Behold the fate of those who choose the darkness.",neutral,0.5986677408218384
14415,2015-04-19,Season 5,Episode 2,The House of Black and White,braavosi man,"In the old times, whenever Braavos stood in danger, the titan would step with fire in his eyes. He'd wade into the sea and smash the enemies.",fear,0.6132489442825317
14416,2015-04-19,Season 5,Episode 2,The House of Black and White,arya stark,He's just a statue.,neutral,0.8278283476829529
14417,2015-04-19,Season 5,Episode 2,The House of Black and White,man,Don't be afraid. He's announcing our arrival.,fear,0.758425235748291
14418,2015-04-19,Season 5,Episode 2,The House of Black and White,arya stark,I'm not afraid.,fear,0.9805559515953064
14419,2015-04-19,Season 5,Episode 2,The House of Black and White,man,The House of Black and White,neutral,0.8307626843452454
14420,2015-04-19,Season 5,Episode 2,The House of Black and White,man,"Here, I leave you.",neutral,0.8524938225746155
14421,2015-04-19,Season 5,Episode 2,The House of Black and White,arya stark,Thank you for bringing me.,joy,0.8364549875259399
14422,2015-04-19,Season 5,Episode 2,The House of Black and White,man,Any man of Braavos would have done the same. Valar morghulis.,neutral,0.9180132746696472
14423,2015-04-19,Season 5,Episode 2,The House of Black and White,arya stark,Valar dohaeris.,neutral,0.7451763153076172
14424,2015-04-19,Season 5,Episode 2,The House of Black and White,arya stark,Hello. Valar Morghulis.,neutral,0.9019616842269897
14425,2015-04-19,Season 5,Episode 2,The House of Black and White,arya stark,Jaqen H'ghar gave me this.,neutral,0.8548664450645447
14426,2015-04-19,Season 5,Episode 2,The House of Black and White,old man,No one here by that name.,neutral,0.8345796465873718
14427,2015-04-19,Season 5,Episode 2,The House of Black and White,arya stark,Please. I crossed the Narrow Sea. I have nowhere else to go.,fear,0.6240332126617432
14428,2015-04-19,Season 5,Episode 2,The House of Black and White,old man,You have everywhere else to go.,neutral,0.9336369037628174
14429,2015-04-19,Season 5,Episode 2,The House of Black and White,arya stark,But wait!,neutral,0.5340726375579834
14430,2015-04-19,Season 5,Episode 2,The House of Black and White,arya stark,"Cersei, Walder Frey, The Mountain, Meryn Trant. Cersei, Walder Frey, The Mountain, Meryn Trant.",neutral,0.6851840019226074
14431,2015-04-19,Season 5,Episode 2,The House of Black and White,arya stark,"The Mountain, Meryn Trant.",neutral,0.7646722197532654
14432,2015-04-19,Season 5,Episode 2,The House of Black and White,podrick,Must be good food if it's crowded.,neutral,0.9127142429351807
14433,2015-04-19,Season 5,Episode 2,The House of Black and White,waitress,Ale? Ale?,surprise,0.6598228812217712
14434,2015-04-19,Season 5,Episode 2,The House of Black and White,sansa stark,"Before we left, a maester gave you a raven scroll.",disgust,0.6375696063041687
14435,2015-04-19,Season 5,Episode 2,The House of Black and White,petyr baelish,You are becoming an observant young lady.,neutral,0.8052847981452942
14436,2015-04-19,Season 5,Episode 2,The House of Black and White,sansa stark,"My mother used to say, ""dark wings, dark words"".",disgust,0.7498428225517273
14437,2015-04-19,Season 5,Episode 2,The House of Black and White,petyr baelish,An old saying. Inaccurate in this case.,neutral,0.5305776000022888
14438,2015-04-19,Season 5,Episode 2,The House of Black and White,sansa stark,So it was good news.?,joy,0.715149998664856
14439,2015-04-19,Season 5,Episode 2,The House of Black and White,petyr baelish,My marriage proposal has been accepted.,joy,0.9817480444908142
14440,2015-04-19,Season 5,Episode 2,The House of Black and White,sansa stark,I thought you still mourn the death of my beloved Aunt Lysa.,sadness,0.967007577419281
14441,2015-04-19,Season 5,Episode 2,The House of Black and White,waitress,Ale?,surprise,0.49482452869415283
14442,2015-04-19,Season 5,Episode 2,The House of Black and White,sansa stark,I'll have some.,neutral,0.9235378503799438
14443,2015-04-19,Season 5,Episode 2,The House of Black and White,podrick,My lady!,surprise,0.6864370703697205
14444,2015-04-19,Season 5,Episode 2,The House of Black and White,brienne,What is it?,surprise,0.5850769281387329
14445,2015-04-19,Season 5,Episode 2,The House of Black and White,podrick,Sansa Stark. Don't look!,anger,0.6821430921554565
14446,2015-04-19,Season 5,Episode 2,The House of Black and White,brienne,You sure?,surprise,0.8662803173065186
14447,2015-04-19,Season 5,Episode 2,The House of Black and White,podrick,"She's dyed her hair, but it's her. She's sitting with Petyr Baelish.",neutral,0.3617786169052124
14448,2015-04-19,Season 5,Episode 2,The House of Black and White,brienne,Littlefinger?,surprise,0.6636877059936523
14449,2015-04-19,Season 5,Episode 2,The House of Black and White,podrick,A bunch of knights with him.,disgust,0.9096674919128418
14450,2015-04-19,Season 5,Episode 2,The House of Black and White,brienne,Bunch? What's a bunch? 100? 6? 20?,surprise,0.7515528202056885
14451,2015-04-19,Season 5,Episode 2,The House of Black and White,podrick,"10, I think. Too many. My lady, I don't think this is the right--",surprise,0.40657010674476624
14452,2015-04-19,Season 5,Episode 2,The House of Black and White,brienne,Ready the horses.,neutral,0.8959823846817017
14453,2015-04-19,Season 5,Episode 2,The House of Black and White,podrick,We only have one horse.,neutral,0.9021618962287903
14454,2015-04-19,Season 5,Episode 2,The House of Black and White,brienne,Find more.,neutral,0.9678959250450134
14455,2015-04-19,Season 5,Episode 2,The House of Black and White,petyr baelish,Do you like the taste?,neutral,0.6664047241210938
14456,2015-04-19,Season 5,Episode 2,The House of Black and White,sansa stark,I don't see what all the fuss is about. Why do men love it so much?,surprise,0.6581206321716309
14457,2015-04-19,Season 5,Episode 2,The House of Black and White,petyr baelish,It gives some men courage.,neutral,0.4471516013145447
14458,2015-04-19,Season 5,Episode 2,The House of Black and White,sansa stark,Does it give you courage?,neutral,0.480318158864975
14459,2015-04-19,Season 5,Episode 2,The House of Black and White,guard,That's far enough.,neutral,0.8283515572547913
14460,2015-04-19,Season 5,Episode 2,The House of Black and White,brienne,"Lord Baelish, Lady Sansa, my name is Brienne of Tarth.",neutral,0.28225943446159363
14461,2015-04-19,Season 5,Episode 2,The House of Black and White,petyr baelish,"We've met. With Renly Baratheon. What did he say about you? He said, ""You're a loyalty comes free of charge."" Someone appears to have paid quite a bit for it since then.",neutral,0.9528948664665222
14462,2015-04-19,Season 5,Episode 2,The House of Black and White,brienne,"Lady Sansa, before your mother's death, I was her sworn sword. I gave my word I would find you and protect you. I will shield your back and keep your council, and give my life for yours if need be. I swear it by the old gods and the new.",anger,0.5849644541740417
14463,2015-04-19,Season 5,Episode 2,The House of Black and White,petyr baelish,"Please, Lady Brienne. No need for such formality. You are Catelyn Stark's sworn sword?",disgust,0.5830886960029602
14464,2015-04-19,Season 5,Episode 2,The House of Black and White,brienne,I was.,neutral,0.7360541820526123
14465,2015-04-19,Season 5,Episode 2,The House of Black and White,petyr baelish,Strange. I knew Cat from the time we were children. She never mentioned you.,surprise,0.7765974998474121
14466,2015-04-19,Season 5,Episode 2,The House of Black and White,brienne,It was after Renly's murder.,sadness,0.8638178706169128
14467,2015-04-19,Season 5,Episode 2,The House of Black and White,petyr baelish,"Ah, yes. You were accused of killing him.",anger,0.5305386781692505
14468,2015-04-19,Season 5,Episode 2,The House of Black and White,brienne,I tried to save him.,sadness,0.6753308773040771
14469,2015-04-19,Season 5,Episode 2,The House of Black and White,petyr baelish,But you were accused.,anger,0.3982095420360565
14470,2015-04-19,Season 5,Episode 2,The House of Black and White,brienne,By men who didn't see what happened.,disgust,0.9225368499755859
14471,2015-04-19,Season 5,Episode 2,The House of Black and White,petyr baelish,Then what did happen?,surprise,0.7358353137969971
14472,2015-04-19,Season 5,Episode 2,The House of Black and White,brienne,He was murdered by a shadow. A shadow with a face of Stannis Baratheon.,sadness,0.5640599131584167
14473,2015-04-19,Season 5,Episode 2,The House of Black and White,petyr baelish,A shadow? With a face? This woman swore to protect Renly; she failed. She swore to protect your mother; she failed. Why would I want somebody with your history of failure guiding Lady Sansa?,anger,0.6005568504333496
14474,2015-04-19,Season 5,Episode 2,The House of Black and White,brienne,Why should you have any say in her affairs?,anger,0.835702657699585
14475,2015-04-19,Season 5,Episode 2,The House of Black and White,petyr baelish,"Because I am her uncle. I married her Aunt Lysa shortly before my belovedo s untimely death. We're family now, and you're an outsider. Forgive me, Lady Brienne, but experiences made me wary of outsiders.",fear,0.9102994799613953
14476,2015-04-19,Season 5,Episode 2,The House of Black and White,brienne,"Lady Sansa, if we can have a word alone--",neutral,0.7090901136398315
14477,2015-04-19,Season 5,Episode 2,The House of Black and White,sansa stark,No.,neutral,0.8298870921134949
14478,2015-04-19,Season 5,Episode 2,The House of Black and White,brienne,"Please, my lady. If I could explain--",fear,0.25080209970474243
14479,2015-04-19,Season 5,Episode 2,The House of Black and White,sansa stark,I saw you at Joffrey's wedding bowing to the king.,joy,0.9026592373847961
14480,2015-04-19,Season 5,Episode 2,The House of Black and White,brienne,Neither of us wanted to be there. Sometimes we don't have a choice.,neutral,0.6264235377311707
14481,2015-04-19,Season 5,Episode 2,The House of Black and White,sansa stark,And sometimes we do. You should leave.,neutral,0.41932493448257446
14482,2015-04-19,Season 5,Episode 2,The House of Black and White,petyr baelish,We don't want our new friend wandering the countryside alone. The roads of these parts aren't safe. Why don't you stay?,anger,0.42870986461639404
14483,2015-04-19,Season 5,Episode 2,The House of Black and White,knight,He asked you to stay.,neutral,0.43266764283180237
14484,2015-04-19,Season 5,Episode 2,The House of Black and White,guard,After her!,anger,0.7060151696205139
14485,2015-04-19,Season 5,Episode 2,The House of Black and White,brienne,Podrick!,surprise,0.5275868773460388
14486,2015-04-19,Season 5,Episode 2,The House of Black and White,podrick,"Stop, stop, stop! That's a good boy.",anger,0.8968083262443542
14487,2015-04-19,Season 5,Episode 2,The House of Black and White,knight,I guess that means you're unarmed.,neutral,0.9560656547546387
14488,2015-04-19,Season 5,Episode 2,The House of Black and White,brienne,"Down, Podrick, down!",anger,0.5666924118995667
14489,2015-04-19,Season 5,Episode 2,The House of Black and White,brienne,Podrick?,surprise,0.7607569098472595
14490,2015-04-19,Season 5,Episode 2,The House of Black and White,podrick,"Yes, my lady?",surprise,0.6427153944969177
14491,2015-04-19,Season 5,Episode 2,The House of Black and White,brienne,You can stand now.,neutral,0.658316433429718
14492,2015-04-19,Season 5,Episode 2,The House of Black and White,podrick,"Yes, my lady. Sansa Stark?",neutral,0.6511909365653992
14493,2015-04-19,Season 5,Episode 2,The House of Black and White,brienne,"Wary of strangers, as she should me. I saw her riding on the East Trail with Littlefinger. We'll follow them.",fear,0.9811162948608398
14494,2015-04-19,Season 5,Episode 2,The House of Black and White,podrick,"My lady, if those Stark girls refused your service, maybe you're released from your vow.",neutral,0.46043285727500916
14495,2015-04-19,Season 5,Episode 2,The House of Black and White,brienne,I swore to their mother I'd protect those girls.,anger,0.45304203033447266
14496,2015-04-19,Season 5,Episode 2,The House of Black and White,podrick,If they don't want your protection--,anger,0.8785846829414368
14497,2015-04-19,Season 5,Episode 2,The House of Black and White,brienne,Do you think she's safe from Littlefinger?,neutral,0.6377874612808228
14498,2015-04-19,Season 5,Episode 2,The House of Black and White,podrick,"No, my lady.",disgust,0.4963335692882538
